file_name,module,column_name,data_type,required,purpose
04_module_entitlements.csv,Platform Admin,client_code,text,yes,Business data field for module import and mapping.
04_module_entitlements.csv,Platform Admin,application_key,text,no,Business data field for module import and mapping.
04_module_entitlements.csv,Platform Admin,module_key,text,yes,Destination module key used by Data Hub routing.
04_module_entitlements.csv,Platform Admin,module_display_name,text,no,Business data field for module import and mapping.
04_module_entitlements.csv,Platform Admin,enabled,boolean,no,Business data field for module import and mapping.
04_module_entitlements.csv,Platform Admin,valid_from,text,no,Business data field for module import and mapping.
04_module_entitlements.csv,Platform Admin,valid_until,text,no,Business data field for module import and mapping.
04_module_entitlements.csv,Platform Admin,reason,text,no,Business data field for module import and mapping.
04_module_entitlements.csv,Platform Admin,approved_by_email,text,no,Business data field for module import and mapping.
05_planning.csv,Planning,tenant_id,text,yes,System/linking identifier used for database alignment.
05_planning.csv,Planning,client_id,text,yes,System/linking identifier used for database alignment.
05_planning.csv,Planning,client_code,text,yes,Business data field for module import and mapping.
05_planning.csv,Planning,client_name,text,yes,Business data field for module import and mapping.
05_planning.csv,Planning,plant_id,text,yes,System/linking identifier used for database alignment.
05_planning.csv,Planning,plant_code,text,yes,Business data field for module import and mapping.
05_planning.csv,Planning,plant_name,text,yes,Business data field for module import and mapping.
05_planning.csv,Planning,warehouse_id,text,no,System/linking identifier used for database alignment.
05_planning.csv,Planning,warehouse_code,text,no,Business data field for module import and mapping.
05_planning.csv,Planning,warehouse_name,text,no,Business data field for module import and mapping.
05_planning.csv,Planning,module_key,text,yes,Destination module key used by Data Hub routing.
05_planning.csv,Planning,source_system,text,yes,Business data field for module import and mapping.
05_planning.csv,Planning,source_record_id,text,yes,System/linking identifier used for database alignment.
05_planning.csv,Planning,source_last_updated,datetime,no,Business data field for module import and mapping.
05_planning.csv,Planning,record_status,text,yes,Workflow/status field used for filters and dashboards.
05_planning.csv,Planning,data_classification,text,no,Security classification used for access control.
05_planning.csv,Planning,audit_reason,text,no,Reason captured for audit trail before import.
05_planning.csv,Planning,planning_record_id,text,no,System/linking identifier used for database alignment.
05_planning.csv,Planning,plan_type,text,no,Business data field for module import and mapping.
05_planning.csv,Planning,demand_plan_id,text,no,System/linking identifier used for database alignment.
05_planning.csv,Planning,forecast_version,text,no,Business data field for module import and mapping.
05_planning.csv,Planning,product_id,text,no,System/linking identifier used for database alignment.
05_planning.csv,Planning,product_code,text,no,Business data field for module import and mapping.
05_planning.csv,Planning,product_name,text,no,Business data field for module import and mapping.
05_planning.csv,Planning,customer_id,text,no,System/linking identifier used for database alignment.
05_planning.csv,Planning,sales_order_id,text,no,System/linking identifier used for database alignment.
05_planning.csv,Planning,period_start,text,no,Business data field for module import and mapping.
05_planning.csv,Planning,period_end,text,no,Business data field for module import and mapping.
05_planning.csv,Planning,forecast_quantity,number,no,Business data field for module import and mapping.
05_planning.csv,Planning,planned_quantity,number,no,Business data field for module import and mapping.
05_planning.csv,Planning,capacity_hours_required,number,no,Business data field for module import and mapping.
05_planning.csv,Planning,workforce_hours_required,number,no,Business data field for module import and mapping.
05_planning.csv,Planning,planner_email,text,no,Business data field for module import and mapping.
05_planning.csv,Planning,approval_status,text,no,Workflow/status field used for filters and dashboards.
05_planning.csv,Planning,related_inventory_item_id,text,no,System/linking identifier used for database alignment.
05_planning.csv,Planning,related_production_order_id,text,no,System/linking identifier used for database alignment.
05_planning.csv,Planning,exception_code,text,no,Business data field for module import and mapping.
05_planning.csv,Planning,exception_message,text,no,Business data field for module import and mapping.
06_inventory.csv,Inventory,tenant_id,text,yes,System/linking identifier used for database alignment.
06_inventory.csv,Inventory,client_id,text,yes,System/linking identifier used for database alignment.
06_inventory.csv,Inventory,client_code,text,yes,Business data field for module import and mapping.
06_inventory.csv,Inventory,client_name,text,yes,Business data field for module import and mapping.
06_inventory.csv,Inventory,plant_id,text,yes,System/linking identifier used for database alignment.
06_inventory.csv,Inventory,plant_code,text,yes,Business data field for module import and mapping.
06_inventory.csv,Inventory,plant_name,text,yes,Business data field for module import and mapping.
06_inventory.csv,Inventory,warehouse_id,text,no,System/linking identifier used for database alignment.
06_inventory.csv,Inventory,warehouse_code,text,no,Business data field for module import and mapping.
06_inventory.csv,Inventory,warehouse_name,text,no,Business data field for module import and mapping.
06_inventory.csv,Inventory,module_key,text,yes,Destination module key used by Data Hub routing.
06_inventory.csv,Inventory,source_system,text,yes,Business data field for module import and mapping.
06_inventory.csv,Inventory,source_record_id,text,yes,System/linking identifier used for database alignment.
06_inventory.csv,Inventory,source_last_updated,datetime,no,Business data field for module import and mapping.
06_inventory.csv,Inventory,record_status,text,yes,Workflow/status field used for filters and dashboards.
06_inventory.csv,Inventory,data_classification,text,no,Security classification used for access control.
06_inventory.csv,Inventory,audit_reason,text,no,Reason captured for audit trail before import.
06_inventory.csv,Inventory,inventory_item_id,text,no,System/linking identifier used for database alignment.
06_inventory.csv,Inventory,item_code,text,no,Business data field for module import and mapping.
06_inventory.csv,Inventory,item_name,text,no,Business data field for module import and mapping.
06_inventory.csv,Inventory,item_category,text,no,Business data field for module import and mapping.
06_inventory.csv,Inventory,item_type,text,no,Business data field for module import and mapping.
06_inventory.csv,Inventory,uom,text,no,Business data field for module import and mapping.
06_inventory.csv,Inventory,batch_id,text,no,System/linking identifier used for database alignment.
06_inventory.csv,Inventory,serial_number,text,no,Business data field for module import and mapping.
06_inventory.csv,Inventory,supplier_id,text,no,System/linking identifier used for database alignment.
06_inventory.csv,Inventory,supplier_batch,text,no,Business data field for module import and mapping.
06_inventory.csv,Inventory,manufacturing_date,date,no,Business data field for module import and mapping.
06_inventory.csv,Inventory,expiry_date,date,no,Business data field for module import and mapping.
06_inventory.csv,Inventory,stock_status,text,no,Workflow/status field used for filters and dashboards.
06_inventory.csv,Inventory,quantity_on_hand,number,no,Business data field for module import and mapping.
06_inventory.csv,Inventory,available_quantity,number,no,Business data field for module import and mapping.
06_inventory.csv,Inventory,reserved_quantity,number,no,Business data field for module import and mapping.
06_inventory.csv,Inventory,allocated_quantity,number,no,Business data field for module import and mapping.
06_inventory.csv,Inventory,in_transit_quantity,number,no,Business data field for module import and mapping.
06_inventory.csv,Inventory,quarantine_quantity,number,no,Business data field for module import and mapping.
06_inventory.csv,Inventory,rejected_quantity,number,no,Business data field for module import and mapping.
06_inventory.csv,Inventory,damaged_quantity,number,no,Business data field for module import and mapping.
06_inventory.csv,Inventory,reorder_level,text,no,Business data field for module import and mapping.
06_inventory.csv,Inventory,safety_stock,text,no,Business data field for module import and mapping.
06_inventory.csv,Inventory,unit_cost,number,no,Business data field for module import and mapping.
06_inventory.csv,Inventory,inventory_value,number,no,Business data field for module import and mapping.
06_inventory.csv,Inventory,bin_id,text,no,System/linking identifier used for database alignment.
06_inventory.csv,Inventory,related_purchase_order_id,text,no,System/linking identifier used for database alignment.
06_inventory.csv,Inventory,related_production_order_id,text,no,System/linking identifier used for database alignment.
07_warehouse.csv,Warehouse,tenant_id,text,yes,System/linking identifier used for database alignment.
07_warehouse.csv,Warehouse,client_id,text,yes,System/linking identifier used for database alignment.
07_warehouse.csv,Warehouse,client_code,text,yes,Business data field for module import and mapping.
07_warehouse.csv,Warehouse,client_name,text,yes,Business data field for module import and mapping.
07_warehouse.csv,Warehouse,plant_id,text,yes,System/linking identifier used for database alignment.
07_warehouse.csv,Warehouse,plant_code,text,yes,Business data field for module import and mapping.
07_warehouse.csv,Warehouse,plant_name,text,yes,Business data field for module import and mapping.
07_warehouse.csv,Warehouse,warehouse_id,text,no,System/linking identifier used for database alignment.
07_warehouse.csv,Warehouse,warehouse_code,text,no,Business data field for module import and mapping.
07_warehouse.csv,Warehouse,warehouse_name,text,no,Business data field for module import and mapping.
07_warehouse.csv,Warehouse,module_key,text,yes,Destination module key used by Data Hub routing.
07_warehouse.csv,Warehouse,source_system,text,yes,Business data field for module import and mapping.
07_warehouse.csv,Warehouse,source_record_id,text,yes,System/linking identifier used for database alignment.
07_warehouse.csv,Warehouse,source_last_updated,datetime,no,Business data field for module import and mapping.
07_warehouse.csv,Warehouse,record_status,text,yes,Workflow/status field used for filters and dashboards.
07_warehouse.csv,Warehouse,data_classification,text,no,Security classification used for access control.
07_warehouse.csv,Warehouse,audit_reason,text,no,Reason captured for audit trail before import.
07_warehouse.csv,Warehouse,warehouse_record_id,text,no,System/linking identifier used for database alignment.
07_warehouse.csv,Warehouse,zone_id,text,no,System/linking identifier used for database alignment.
07_warehouse.csv,Warehouse,rack_id,text,no,System/linking identifier used for database alignment.
07_warehouse.csv,Warehouse,shelf_id,text,no,System/linking identifier used for database alignment.
07_warehouse.csv,Warehouse,bin_id,text,no,System/linking identifier used for database alignment.
07_warehouse.csv,Warehouse,bin_barcode,text,no,Business data field for module import and mapping.
07_warehouse.csv,Warehouse,location_type,text,no,Business data field for module import and mapping.
07_warehouse.csv,Warehouse,capacity_uom,text,no,Business data field for module import and mapping.
07_warehouse.csv,Warehouse,capacity_total,text,no,Business data field for module import and mapping.
07_warehouse.csv,Warehouse,capacity_used,text,no,Business data field for module import and mapping.
07_warehouse.csv,Warehouse,occupancy_percent,number,no,Business data field for module import and mapping.
07_warehouse.csv,Warehouse,item_code,text,no,Business data field for module import and mapping.
07_warehouse.csv,Warehouse,batch_id,text,no,System/linking identifier used for database alignment.
07_warehouse.csv,Warehouse,handling_unit_id,text,no,System/linking identifier used for database alignment.
07_warehouse.csv,Warehouse,movement_type,text,no,Business data field for module import and mapping.
07_warehouse.csv,Warehouse,from_bin_id,text,no,System/linking identifier used for database alignment.
07_warehouse.csv,Warehouse,to_bin_id,text,no,System/linking identifier used for database alignment.
07_warehouse.csv,Warehouse,task_id,text,no,System/linking identifier used for database alignment.
07_warehouse.csv,Warehouse,task_status,text,no,Workflow/status field used for filters and dashboards.
07_warehouse.csv,Warehouse,operator_email,text,no,Business data field for module import and mapping.
07_warehouse.csv,Warehouse,equipment_id,text,no,System/linking identifier used for database alignment.
07_warehouse.csv,Warehouse,scan_timestamp,datetime,no,Business data field for module import and mapping.
07_warehouse.csv,Warehouse,related_inventory_item_id,text,no,System/linking identifier used for database alignment.
08_production.csv,Production,tenant_id,text,yes,System/linking identifier used for database alignment.
08_production.csv,Production,client_id,text,yes,System/linking identifier used for database alignment.
08_production.csv,Production,client_code,text,yes,Business data field for module import and mapping.
08_production.csv,Production,client_name,text,yes,Business data field for module import and mapping.
08_production.csv,Production,plant_id,text,yes,System/linking identifier used for database alignment.
08_production.csv,Production,plant_code,text,yes,Business data field for module import and mapping.
08_production.csv,Production,plant_name,text,yes,Business data field for module import and mapping.
08_production.csv,Production,warehouse_id,text,no,System/linking identifier used for database alignment.
08_production.csv,Production,warehouse_code,text,no,Business data field for module import and mapping.
08_production.csv,Production,warehouse_name,text,no,Business data field for module import and mapping.
08_production.csv,Production,module_key,text,yes,Destination module key used by Data Hub routing.
08_production.csv,Production,source_system,text,yes,Business data field for module import and mapping.
08_production.csv,Production,source_record_id,text,yes,System/linking identifier used for database alignment.
08_production.csv,Production,source_last_updated,datetime,no,Business data field for module import and mapping.
08_production.csv,Production,record_status,text,yes,Workflow/status field used for filters and dashboards.
08_production.csv,Production,data_classification,text,no,Security classification used for access control.
08_production.csv,Production,audit_reason,text,no,Reason captured for audit trail before import.
08_production.csv,Production,production_order_id,text,no,System/linking identifier used for database alignment.
08_production.csv,Production,work_order_id,text,no,System/linking identifier used for database alignment.
08_production.csv,Production,bom_id,text,no,System/linking identifier used for database alignment.
08_production.csv,Production,routing_id,text,no,System/linking identifier used for database alignment.
08_production.csv,Production,product_code,text,no,Business data field for module import and mapping.
08_production.csv,Production,product_name,text,no,Business data field for module import and mapping.
08_production.csv,Production,line_id,text,no,System/linking identifier used for database alignment.
08_production.csv,Production,work_center_id,text,no,System/linking identifier used for database alignment.
08_production.csv,Production,shift_id,text,no,System/linking identifier used for database alignment.
08_production.csv,Production,planned_start,text,no,Business data field for module import and mapping.
08_production.csv,Production,planned_end,text,no,Business data field for module import and mapping.
08_production.csv,Production,actual_start,text,no,Business data field for module import and mapping.
08_production.csv,Production,actual_end,text,no,Business data field for module import and mapping.
08_production.csv,Production,order_quantity,number,no,Business data field for module import and mapping.
08_production.csv,Production,completed_quantity,number,no,Business data field for module import and mapping.
08_production.csv,Production,scrap_quantity,number,no,Business data field for module import and mapping.
08_production.csv,Production,wip_quantity,number,no,Business data field for module import and mapping.
08_production.csv,Production,status,text,no,Workflow/status field used for filters and dashboards.
08_production.csv,Production,priority,text,no,Business data field for module import and mapping.
08_production.csv,Production,required_material_item_ids,text,no,Business data field for module import and mapping.
08_production.csv,Production,consumed_material_item_ids,text,no,Business data field for module import and mapping.
08_production.csv,Production,related_planning_record_id,text,no,System/linking identifier used for database alignment.
08_production.csv,Production,related_quality_lot_id,text,no,System/linking identifier used for database alignment.
08_production.csv,Production,supervisor_email,text,no,Business data field for module import and mapping.
09_maintenance.csv,Maintenance,tenant_id,text,yes,System/linking identifier used for database alignment.
09_maintenance.csv,Maintenance,client_id,text,yes,System/linking identifier used for database alignment.
09_maintenance.csv,Maintenance,client_code,text,yes,Business data field for module import and mapping.
09_maintenance.csv,Maintenance,client_name,text,yes,Business data field for module import and mapping.
09_maintenance.csv,Maintenance,plant_id,text,yes,System/linking identifier used for database alignment.
09_maintenance.csv,Maintenance,plant_code,text,yes,Business data field for module import and mapping.
09_maintenance.csv,Maintenance,plant_name,text,yes,Business data field for module import and mapping.
09_maintenance.csv,Maintenance,warehouse_id,text,no,System/linking identifier used for database alignment.
09_maintenance.csv,Maintenance,warehouse_code,text,no,Business data field for module import and mapping.
09_maintenance.csv,Maintenance,warehouse_name,text,no,Business data field for module import and mapping.
09_maintenance.csv,Maintenance,module_key,text,yes,Destination module key used by Data Hub routing.
09_maintenance.csv,Maintenance,source_system,text,yes,Business data field for module import and mapping.
09_maintenance.csv,Maintenance,source_record_id,text,yes,System/linking identifier used for database alignment.
09_maintenance.csv,Maintenance,source_last_updated,datetime,no,Business data field for module import and mapping.
09_maintenance.csv,Maintenance,record_status,text,yes,Workflow/status field used for filters and dashboards.
09_maintenance.csv,Maintenance,data_classification,text,no,Security classification used for access control.
09_maintenance.csv,Maintenance,audit_reason,text,no,Reason captured for audit trail before import.
09_maintenance.csv,Maintenance,asset_id,text,no,System/linking identifier used for database alignment.
09_maintenance.csv,Maintenance,asset_code,text,no,Business data field for module import and mapping.
09_maintenance.csv,Maintenance,asset_name,text,no,Business data field for module import and mapping.
09_maintenance.csv,Maintenance,asset_type,text,no,Business data field for module import and mapping.
09_maintenance.csv,Maintenance,maintenance_order_id,text,no,System/linking identifier used for database alignment.
09_maintenance.csv,Maintenance,work_request_id,text,no,System/linking identifier used for database alignment.
09_maintenance.csv,Maintenance,maintenance_type,text,no,Business data field for module import and mapping.
09_maintenance.csv,Maintenance,priority,text,no,Business data field for module import and mapping.
09_maintenance.csv,Maintenance,failure_code,text,no,Business data field for module import and mapping.
09_maintenance.csv,Maintenance,failure_description,text,no,Business data field for module import and mapping.
09_maintenance.csv,Maintenance,planned_start,text,no,Business data field for module import and mapping.
09_maintenance.csv,Maintenance,planned_end,text,no,Business data field for module import and mapping.
09_maintenance.csv,Maintenance,actual_start,text,no,Business data field for module import and mapping.
09_maintenance.csv,Maintenance,actual_end,text,no,Business data field for module import and mapping.
09_maintenance.csv,Maintenance,downtime_minutes,number,no,Business data field for module import and mapping.
09_maintenance.csv,Maintenance,technician_email,text,no,Business data field for module import and mapping.
09_maintenance.csv,Maintenance,spare_part_item_code,text,no,Business data field for module import and mapping.
09_maintenance.csv,Maintenance,spare_part_quantity,number,no,Business data field for module import and mapping.
09_maintenance.csv,Maintenance,work_status,text,no,Workflow/status field used for filters and dashboards.
09_maintenance.csv,Maintenance,pm_schedule_id,text,no,System/linking identifier used for database alignment.
09_maintenance.csv,Maintenance,related_production_order_id,text,no,System/linking identifier used for database alignment.
09_maintenance.csv,Maintenance,safety_permit_id,text,no,System/linking identifier used for database alignment.
09_maintenance.csv,Maintenance,cost_amount,number,no,Business data field for module import and mapping.
10_quality.csv,Quality,tenant_id,text,yes,System/linking identifier used for database alignment.
10_quality.csv,Quality,client_id,text,yes,System/linking identifier used for database alignment.
10_quality.csv,Quality,client_code,text,yes,Business data field for module import and mapping.
10_quality.csv,Quality,client_name,text,yes,Business data field for module import and mapping.
10_quality.csv,Quality,plant_id,text,yes,System/linking identifier used for database alignment.
10_quality.csv,Quality,plant_code,text,yes,Business data field for module import and mapping.
10_quality.csv,Quality,plant_name,text,yes,Business data field for module import and mapping.
10_quality.csv,Quality,warehouse_id,text,no,System/linking identifier used for database alignment.
10_quality.csv,Quality,warehouse_code,text,no,Business data field for module import and mapping.
10_quality.csv,Quality,warehouse_name,text,no,Business data field for module import and mapping.
10_quality.csv,Quality,module_key,text,yes,Destination module key used by Data Hub routing.
10_quality.csv,Quality,source_system,text,yes,Business data field for module import and mapping.
10_quality.csv,Quality,source_record_id,text,yes,System/linking identifier used for database alignment.
10_quality.csv,Quality,source_last_updated,datetime,no,Business data field for module import and mapping.
10_quality.csv,Quality,record_status,text,yes,Workflow/status field used for filters and dashboards.
10_quality.csv,Quality,data_classification,text,no,Security classification used for access control.
10_quality.csv,Quality,audit_reason,text,no,Reason captured for audit trail before import.
10_quality.csv,Quality,quality_lot_id,text,no,System/linking identifier used for database alignment.
10_quality.csv,Quality,inspection_plan_id,text,no,System/linking identifier used for database alignment.
10_quality.csv,Quality,inspection_type,text,no,Business data field for module import and mapping.
10_quality.csv,Quality,product_code,text,no,Business data field for module import and mapping.
10_quality.csv,Quality,batch_id,text,no,System/linking identifier used for database alignment.
10_quality.csv,Quality,sample_size,text,no,Business data field for module import and mapping.
10_quality.csv,Quality,inspected_quantity,number,no,Business data field for module import and mapping.
10_quality.csv,Quality,accepted_quantity,number,no,Business data field for module import and mapping.
10_quality.csv,Quality,rejected_quantity,number,no,Business data field for module import and mapping.
10_quality.csv,Quality,defect_code,text,no,Business data field for module import and mapping.
10_quality.csv,Quality,defect_description,text,no,Business data field for module import and mapping.
10_quality.csv,Quality,severity,text,no,Business data field for module import and mapping.
10_quality.csv,Quality,disposition,text,no,Business data field for module import and mapping.
10_quality.csv,Quality,quarantine_location_id,text,no,System/linking identifier used for database alignment.
10_quality.csv,Quality,inspector_email,text,no,Business data field for module import and mapping.
10_quality.csv,Quality,inspection_date,date,no,Business data field for module import and mapping.
10_quality.csv,Quality,capa_id,text,no,System/linking identifier used for database alignment.
10_quality.csv,Quality,related_production_order_id,text,no,System/linking identifier used for database alignment.
10_quality.csv,Quality,related_supplier_id,text,no,System/linking identifier used for database alignment.
10_quality.csv,Quality,related_inventory_item_id,text,no,System/linking identifier used for database alignment.
10_quality.csv,Quality,approval_status,text,no,Workflow/status field used for filters and dashboards.
11_procurement.csv,Procurement,tenant_id,text,yes,System/linking identifier used for database alignment.
11_procurement.csv,Procurement,client_id,text,yes,System/linking identifier used for database alignment.
11_procurement.csv,Procurement,client_code,text,yes,Business data field for module import and mapping.
11_procurement.csv,Procurement,client_name,text,yes,Business data field for module import and mapping.
11_procurement.csv,Procurement,plant_id,text,yes,System/linking identifier used for database alignment.
11_procurement.csv,Procurement,plant_code,text,yes,Business data field for module import and mapping.
11_procurement.csv,Procurement,plant_name,text,yes,Business data field for module import and mapping.
11_procurement.csv,Procurement,warehouse_id,text,no,System/linking identifier used for database alignment.
11_procurement.csv,Procurement,warehouse_code,text,no,Business data field for module import and mapping.
11_procurement.csv,Procurement,warehouse_name,text,no,Business data field for module import and mapping.
11_procurement.csv,Procurement,module_key,text,yes,Destination module key used by Data Hub routing.
11_procurement.csv,Procurement,source_system,text,yes,Business data field for module import and mapping.
11_procurement.csv,Procurement,source_record_id,text,yes,System/linking identifier used for database alignment.
11_procurement.csv,Procurement,source_last_updated,datetime,no,Business data field for module import and mapping.
11_procurement.csv,Procurement,record_status,text,yes,Workflow/status field used for filters and dashboards.
11_procurement.csv,Procurement,data_classification,text,no,Security classification used for access control.
11_procurement.csv,Procurement,audit_reason,text,no,Reason captured for audit trail before import.
11_procurement.csv,Procurement,purchase_request_id,text,no,System/linking identifier used for database alignment.
11_procurement.csv,Procurement,purchase_order_id,text,no,System/linking identifier used for database alignment.
11_procurement.csv,Procurement,supplier_id,text,no,System/linking identifier used for database alignment.
11_procurement.csv,Procurement,supplier_code,text,no,Business data field for module import and mapping.
11_procurement.csv,Procurement,supplier_name,text,no,Business data field for module import and mapping.
11_procurement.csv,Procurement,item_code,text,no,Business data field for module import and mapping.
11_procurement.csv,Procurement,item_description,text,no,Business data field for module import and mapping.
11_procurement.csv,Procurement,requested_quantity,number,no,Business data field for module import and mapping.
11_procurement.csv,Procurement,ordered_quantity,number,no,Business data field for module import and mapping.
11_procurement.csv,Procurement,received_quantity,number,no,Business data field for module import and mapping.
11_procurement.csv,Procurement,uom,text,no,Business data field for module import and mapping.
11_procurement.csv,Procurement,required_date,date,no,Business data field for module import and mapping.
11_procurement.csv,Procurement,promised_date,date,no,Business data field for module import and mapping.
11_procurement.csv,Procurement,supplier_lead_time_days,number,no,Business data field for module import and mapping.
11_procurement.csv,Procurement,price_per_unit,number,no,Business data field for module import and mapping.
11_procurement.csv,Procurement,currency,text,no,Business data field for module import and mapping.
11_procurement.csv,Procurement,po_status,text,no,Workflow/status field used for filters and dashboards.
11_procurement.csv,Procurement,approval_status,text,no,Workflow/status field used for filters and dashboards.
11_procurement.csv,Procurement,related_inventory_item_id,text,no,System/linking identifier used for database alignment.
11_procurement.csv,Procurement,related_warehouse_receipt_id,text,no,System/linking identifier used for database alignment.
11_procurement.csv,Procurement,requester_email,text,no,Business data field for module import and mapping.
11_procurement.csv,Procurement,buyer_email,text,no,Business data field for module import and mapping.
12_sales.csv,Sales & Distribution,tenant_id,text,yes,System/linking identifier used for database alignment.
12_sales.csv,Sales & Distribution,client_id,text,yes,System/linking identifier used for database alignment.
12_sales.csv,Sales & Distribution,client_code,text,yes,Business data field for module import and mapping.
12_sales.csv,Sales & Distribution,client_name,text,yes,Business data field for module import and mapping.
12_sales.csv,Sales & Distribution,plant_id,text,yes,System/linking identifier used for database alignment.
12_sales.csv,Sales & Distribution,plant_code,text,yes,Business data field for module import and mapping.
12_sales.csv,Sales & Distribution,plant_name,text,yes,Business data field for module import and mapping.
12_sales.csv,Sales & Distribution,warehouse_id,text,no,System/linking identifier used for database alignment.
12_sales.csv,Sales & Distribution,warehouse_code,text,no,Business data field for module import and mapping.
12_sales.csv,Sales & Distribution,warehouse_name,text,no,Business data field for module import and mapping.
12_sales.csv,Sales & Distribution,module_key,text,yes,Destination module key used by Data Hub routing.
12_sales.csv,Sales & Distribution,source_system,text,yes,Business data field for module import and mapping.
12_sales.csv,Sales & Distribution,source_record_id,text,yes,System/linking identifier used for database alignment.
12_sales.csv,Sales & Distribution,source_last_updated,datetime,no,Business data field for module import and mapping.
12_sales.csv,Sales & Distribution,record_status,text,yes,Workflow/status field used for filters and dashboards.
12_sales.csv,Sales & Distribution,data_classification,text,no,Security classification used for access control.
12_sales.csv,Sales & Distribution,audit_reason,text,no,Reason captured for audit trail before import.
